year,region,10_12_public_science_humanities,10_12_public_technology,10_12_public_artistic,10_12_public_professional_CP,10_12_public_professional_AC,10_12_public_education,10_12_public_vocational,10_12_private_science_humanities,10_12_private_technology,10_12_private_artistic,10_12_private_professional_CP,10_12_private_professional_AC,10_12_private_education,10_12_private_vocational
2003 / 2004,Alcanena,274.0,114.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Constância,11.0,,,,,,,0.0,,,,,,
2003 / 2004,Entroncamento,458.0,,,,,,,0.0,,,,,,
2003 / 2004,Ferreira do Zêzere,186.0,,,,,,,0.0,,,,,,
2003 / 2004,Mação,79.0,54.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Ourém,508.0,201.0,,,,,,869.0,328.0,,,,,
2003 / 2004,Sardoal,120.0,,,,,,,0.0,,,,,,
2003 / 2004,Sertã,294.0,88.0,,,,,,62.0,19.0,,,,,
2003 / 2004,Tomar,980.0,423.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Torres Novas,782.0,211.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Vila de Rei,,,,,,,,,,,,,,
2003 / 2004,Vila Nova da Barquinha,99.0,,,,,,,0.0,,,,,,
2003 / 2004,Beiras e Serra da Estrela,5317.0,1076.0,,82.0,,,,360.0,0.0,,1004.0,,,
2003 / 2004,Almeida,203.0,,,,,,,0.0,,,,,,
2003 / 2004,Belmonte,154.0,,,82.0,,,,0.0,,,0.0,,,
2003 / 2004,Celorico da Beira,130.0,,,,,,,0.0,,,,,,
2003 / 2004,Covilhã,1055.0,331.0,,,,,,179.0,0.0,,,,,
2003 / 2004,Figueira de Castelo Rodrigo,180.0,,,,,,,0.0,,,,,,
2003 / 2004,Fornos de Algodres,117.0,39.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Fundão,537.0,207.0,,,,,,70.0,0.0,,,,,
2003 / 2004,Gouveia,308.0,39.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Guarda,1248.0,209.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Manteigas,,,,,,,,,,,,,,
2003 / 2004,Mêda,102.0,,,,,,,0.0,,,,,,
2003 / 2004,Pinhel,231.0,9.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Sabugal,280.0,,,,,,,0.0,,,,,,
2003 / 2004,Seia,535.0,242.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Trancoso,237.0,,,,,,,0.0,,,,,,
2003 / 2004,Área Metropolitana de Lisboa,51292.0,13207.0,903.0,320.0,,,,5114.0,34.0,0.0,6344.0,,,
2003 / 2004,Área Metropolitana de Lisboa,51292.0,13207.0,903.0,320.0,,,,5114.0,34.0,0.0,6344.0,,,
2003 / 2004,Alcochete,200.0,46.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Almada,3812.0,1121.0,,,,,,77.0,0.0,,,,,
2003 / 2004,Amadora,2880.0,1087.0,,,,,,74.0,0.0,,,,,
2003 / 2004,Barreiro,2085.0,668.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Cascais,3270.0,985.0,,,,,,1212.0,0.0,,,,,
2003 / 2004,Lisboa,10772.0,2445.0,903.0,44.0,,,,3236.0,0.0,0.0,3433.0,,,
2003 / 2004,Loures,3173.0,637.0,,,,,,137.0,34.0,,,,,
2003 / 2004,Mafra,957.0,373.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Moita,736.0,386.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Montijo,664.0,72.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Odivelas,3228.0,892.0,,261.0,,,,124.0,0.0,,0.0,,,
2003 / 2004,Oeiras,3434.0,581.0,,15.0,,,,130.0,0.0,,367.0,,,
2003 / 2004,Palmela,798.0,104.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Seixal,3108.0,480.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Sesimbra,968.0,29.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Setúbal,2669.0,699.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Sintra,6526.0,1469.0,,,,,,124.0,0.0,,,,,
2003 / 2004,Vila Franca de Xira,2012.0,1133.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Alentejo,14698.0,2589.0,,320.0,,,,178.0,50.0,,3299.0,,,
2003 / 2004,Alentejo Litoral,1758.0,229.0,,80.0,,,,137.0,50.0,,501.0,,,
2003 / 2004,Alcácer do Sal,205.0,55.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Grândola,221.0,46.0,,80.0,,,,0.0,0.0,,0.0,,,
2003 / 2004,Odemira,541.0,,,,,,,137.0,,,,,,
2003 / 2004,Santiago do Cacém,511.0,101.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Sines,280.0,27.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Baixo Alentejo,2535.0,408.0,,142.0,,,,0.0,0.0,,611.0,,,
2003 / 2004,Aljustrel,191.0,48.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Almodôvar,146.0,11.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Alvito,,,,,,,,,,,,,,
2003 / 2004,Barrancos,,,,,,,,,,,,,,
2003 / 2004,Beja,1112.0,212.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Castro Verde,178.0,14.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Cuba,,,,,,,,,,,,,,
2003 / 2004,Ferreira do Alentejo,93.0,,,,,,,0.0,,,,,,
2003 / 2004,Mértola,145.0,25.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Moura,318.0,54.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Ourique,82.0,,,,,,,0.0,,,,,,
2003 / 2004,Serpa,270.0,44.0,,142.0,,,,0.0,0.0,,0.0,,,
2003 / 2004,Vidigueira,,,,,,,,,,,,,,
2003 / 2004,Lezíria do Tejo,4462.0,853.0,,,,,,21.0,0.0,,,,,
2003 / 2004,Almeirim,547.0,,,,,,,0.0,,,,,,
2003 / 2004,Alpiarça,183.0,,,,,,,0.0,,,,,,
2003 / 2004,Azambuja,224.0,50.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Benavente,339.0,83.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Cartaxo,495.0,144.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Chamusca,117.0,70.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Coruche,336.0,2.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Golegã,110.0,,,,,,,0.0,,,,,,
2003 / 2004,Rio Maior,373.0,154.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Salvaterra de Magos,454.0,48.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Santarém,1284.0,302.0,,,,,,21.0,0.0,,,,,
2003 / 2004,Alto Alentejo,2162.0,475.0,,98.0,,,,20.0,0.0,,491.0,,,
2003 / 2004,Alter do Chão,59.0,,,98.0,,,,0.0,,,0.0,,,
2003 / 2004,Arronches,,,,,,,,,,,,,,
2003 / 2004,Avis,,,,,,,,,,,,,,
2003 / 2004,Campo Maior,159.0,,,,,,,0.0,,,,,,
2003 / 2004,Castelo de Vide,,,,,,,,,,,,,,
2003 / 2004,Crato,,,,,,,,,,,,,,
2003 / 2004,Elvas,478.0,182.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Fronteira,,,,,,,,,,,,,,
2003 / 2004,Gavião,,,,,,,,,,,,,,
2003 / 2004,Marvão,,,,,,,,,,,,,,
2003 / 2004,Monforte,,,,,,,,,,,,,,
2003 / 2004,Nisa,94.0,,,,,,,0.0,,,,,,
2003 / 2004,Ponte de Sor,441.0,77.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Portalegre,931.0,216.0,,,,,,9.0,0.0,,,,,
2003 / 2004,Sousel,,,,,,,,,,,,,,
2003 / 2004,Alentejo Central,3781.0,624.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Alandroal,,,,,,,,,,,,,,
2003 / 2004,Arraiolos,106.0,28.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Borba,,,,,,,,,,,,,,
2003 / 2004,Estremoz,468.0,102.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Évora,1388.0,355.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Montemor-o-Novo,286.0,85.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Mora,120.0,,,,,,,0.0,,,,,,
2003 / 2004,Mourão,,,,,,,,,,,,,,
2003 / 2004,Portel,,,,,,,,,,,,,,
2003 / 2004,Redondo,100.0,,,,,,,0.0,,,,,,
2003 / 2004,Reguengos de Monsaraz,301.0,54.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Vendas Novas,369.0,,,,,,,0.0,,,,,,
2003 / 2004,Viana do Alentejo,175.0,,,,,,,0.0,,,,,,
2003 / 2004,Vila Viçosa,468.0,,,,,,,0.0,,,,,,
2003 / 2004,Algarve,8302.0,2940.0,,,,,,138.0,0.0,,,,,
2003 / 2004,Algarve,8302.0,2940.0,,,,,,138.0,0.0,,,,,
2003 / 2004,Albufeira,794.0,167.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Alcoutim,,,,,,,,,,,,,,
2003 / 2004,Aljezur,,,,,,,,,,,,,,
2003 / 2004,Castro Marim,,,,,,,,,,,,,,
2003 / 2004,Faro,1629.0,439.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Lagoa,242.0,40.0,,,,,,65.0,0.0,,,,,
2003 / 2004,Lagos,649.0,297.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Loulé,1194.0,357.0,,,,,,73.0,0.0,,,,,
2003 / 2004,Monchique,,,,,,,,,,,,,,
2003 / 2004,Olhão,792.0,208.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Portimão,1330.0,778.0,,,,,,0.0,0.0,,,,,
2003 / 2004,São Brás de Alportel,211.0,,,,,,,0.0,,,,,,
2003 / 2004,Silves,469.0,325.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Tavira,433.0,183.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Vila do Bispo,,,,,,,,,,,,,,
2003 / 2004,Vila Real de Santo António,559.0,146.0,,,,,,0.0,0.0,,,,,
2003 / 2004,Região Autónoma dos Açores,,,,,,,,,,,,,,
2003 / 2004,Região Autónoma dos Açores,,,,,,,,,,,,,,
2003 / 2004,Região Autónoma dos Açores,,,,,,,,,,,,,,
2003 / 2004,Angra do Heroísmo,,,,,,,,,,,,,,
2003 / 2004,Calheta,,,,,,,,,,,,,,
2003 / 2004,Corvo,,,,,,,,,,,,,,
2003 / 2004,Horta,,,,,,,,,,,,,,
2003 / 2004,Lagoa,,,,,,,,,,,,,,
2003 / 2004,Lajes das Flores,,,,,,,,,,,,,,
2003 / 2004,Lajes do Pico,,,,,,,,,,,,,,
2003 / 2004,Madalena,,,,,,,,,,,,,,
2003 / 2004,Nordeste,,,,,,,,,,,,,,
2003 / 2004,Ponta Delgada,,,,,,,,,,,,,,
2003 / 2004,Povoação,,,,,,,,,,,,,,
2003 / 2004,Ribeira Grande,,,,,,,,,,,,,,
2003 / 2004,Santa Cruz da Graciosa,,,,,,,,,,,,,,
2003 / 2004,Santa Cruz das Flores,,,,,,,,,,,,,,
2003 / 2004,São Roque do Pico,,,,,,,,,,,,,,
2003 / 2004,Velas,,,,,,,,,,,,,,
2003 / 2004,Vila da Praia da Vitória,,,,,,,,,,,,,,
2003 / 2004,Vila do Porto,,,,,,,,,,,,,,
2003 / 2004,Vila Franca do Campo,,,,,,,,,,,,,,
2003 / 2004,Região Autónoma da Madeira,,,,,,,,,,,,,,
2003 / 2004,Região Autónoma da Madeira,,,,,,,,,,,,,,
2003 / 2004,Região Autónoma da Madeira,,,,,,,,,,,,,,
2003 / 2004,Calheta,,,,,,,,,,,,,,
2003 / 2004,Câmara de Lobos,,,,,,,,,,,,,,
2003 / 2004,Funchal,,,,,,,,,,,,,,
2003 / 2004,Machico,,,,,,,,,,,,,,
2003 / 2004,Ponta do Sol,,,,,,,,,,,,,,
2003 / 2004,Porto Moniz,,,,,,,,,,,,,,
2003 / 2004,Porto Santo,,,,,,,,,,,,,,
2003 / 2004,Ribeira Brava,,,,,,,,,,,,,,
2003 / 2004,Santa Cruz,,,,,,,,,,,,,,
2003 / 2004,Santana,,,,,,,,,,,,,,
2003 / 2004,São Vicente,,,,,,,,,,,,,,
2002 / 2003,Portugal,192633.0,49432.0,1426.0,2787.0,,1935.0,,21098.0,4541.0,87.0,30800.0,,418.0,
2002 / 2003,Continente,180794.0,47446.0,1426.0,2131.0,,,,20364.0,4394.0,87.0,28661.0,,,
2002 / 2003,Norte,61476.0,15587.0,554.0,756.0,,,,8591.0,2841.0,87.0,10082.0,,,
2002 / 2003,Alto Minho,4858.0,881.0,,102.0,,,,360.0,187.0,,1171.0,,,
2002 / 2003,Arcos de Valdevez,268.0,208.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Caminha,194.0,,,,,,,287.0,,,,,,
2002 / 2003,Melgaço,199.0,,,,,,,0.0,,,,,,
2002 / 2003,Monção,428.0,27.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Paredes de Coura,132.0,30.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Ponte da Barca,258.0,,,,,,,0.0,,,,,,
2002 / 2003,Ponte de Lima,588.0,132.0,,102.0,,,,0.0,0.0,,0.0,,,
2002 / 2003,Valença,305.0,37.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Viana do Castelo,2365.0,447.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila Nova de Cerveira,121.0,,,,,,,73.0,,,,,,
2002 / 2003,Cávado,7609.0,2232.0,,,,,,894.0,108.0,,,,,
2002 / 2003,Amares,400.0,77.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Barcelos,1511.0,555.0,,,,,,287.0,0.0,,,,,
2002 / 2003,Braga,4327.0,1133.0,,,,,,607.0,108.0,,,,,
2002 / 2003,Esposende,648.0,114.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Terras de Bouro,131.0,,,,,,,0.0,,,,,,
2002 / 2003,Vila Verde,592.0,353.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Ave,6264.0,2123.0,,,,,,1424.0,188.0,,,,,
2002 / 2003,Cabeceiras de Basto,,,,,,,,,,,,,,
2002 / 2003,Fafe,1008.0,81.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Guimarães,2402.0,944.0,,,,,,128.0,0.0,,,,,
2002 / 2003,Mondim de Basto,226.0,,,,,,,0.0,,,,,,
2002 / 2003,Póvoa de Lanhoso,407.0,118.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vieira do Minho,278.0,60.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila Nova de Famalicão,1592.0,752.0,,,,,,793.0,188.0,,,,,
2002 / 2003,Vizela,351.0,168.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Área Metropolitana do Porto,26737.0,7351.0,554.0,167.0,,,,4964.0,1693.0,87.0,4384.0,,,
2002 / 2003,Arouca,422.0,32.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Espinho,846.0,325.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Gondomar,1874.0,440.0,,,,,,441.0,0.0,,,,,
2002 / 2003,Maia,1843.0,376.0,,,,,,0.0,232.0,,,,,
2002 / 2003,Matosinhos,2857.0,514.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Oliveira de Azeméis,745.0,490.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Paredes,1151.0,222.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Porto,5336.0,1276.0,554.0,40.0,,,,2921.0,58.0,87.0,2312.0,,,
2002 / 2003,Póvoa de Varzim,1384.0,604.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Santa Maria da Feira,1110.0,417.0,,,,,,1024.0,237.0,,,,,
2002 / 2003,Santo Tirso,1103.0,511.0,,127.0,,,,300.0,80.0,,334.0,,,
2002 / 2003,São João da Madeira,1167.0,485.0,,,,,,52.0,1.0,,,,,
2002 / 2003,Trofa,554.0,90.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vale de Cambra,449.0,164.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Valongo,1602.0,386.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila do Conde,1042.0,375.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila Nova de Gaia,3252.0,644.0,,,,,,226.0,1085.0,,,,,
2002 / 2003,Alto Tâmega,2288.0,403.0,,,,,,0.0,73.0,,,,,
2002 / 2003,Boticas,,,,,,,,,,,,,,
2002 / 2003,Chaves,1190.0,365.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Montalegre,223.0,,,,,,,0.0,,,,,,
2002 / 2003,Ribeira de Pena,166.0,,,,,,,0.0,,,,,,
2002 / 2003,Valpaços,407.0,,,,,,,0.0,,,,,,
2002 / 2003,Vila Pouca de Aguiar,302.0,38.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Tâmega e Sousa,5590.0,1753.0,,250.0,,,,659.0,508.0,,599.0,,,
2002 / 2003,Amarante,551.0,283.0,,,,,,541.0,508.0,,,,,
2002 / 2003,Baião,291.0,,,,,,,0.0,,,,,,
2002 / 2003,Castelo de Paiva,285.0,57.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Celorico de Basto,302.0,,,99.0,,,,0.0,,,0.0,,,
2002 / 2003,Cinfães,289.0,99.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Felgueiras,855.0,305.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Lousada,556.0,120.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Marco de Canaveses,600.0,305.0,,151.0,,,,0.0,0.0,,7.0,,,
2002 / 2003,Paços de Ferreira,751.0,90.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Penafiel,952.0,460.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Resende,158.0,34.0,,,,,,118.0,0.0,,,,,
2002 / 2003,Douro,4930.0,656.0,,157.0,,,,169.0,84.0,,1039.0,,,
2002 / 2003,Alijó,259.0,,,,,,,0.0,,,,,,
2002 / 2003,Armamar,,,,,,,,,,,,,,
2002 / 2003,Carrazeda de Ansiães,141.0,15.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Freixo de Espada à Cinta,,,,,,,,,,,,,,
2002 / 2003,Lamego,691.0,117.0,,,,,,117.0,84.0,,,,,
2002 / 2003,Mesão Frio,136.0,,,,,,,0.0,,,,,,
2002 / 2003,Moimenta da Beira,338.0,136.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Murça,161.0,,,,,,,0.0,,,,,,
2002 / 2003,Penedono,,,,,,,,,,,,,,
2002 / 2003,Peso da Régua,624.0,62.0,,157.0,,,,0.0,0.0,,0.0,,,
2002 / 2003,Sabrosa,150.0,,,,,,,0.0,,,,,,
2002 / 2003,Santa Marta de Penaguião,,,,,,,,,,,,,,
2002 / 2003,São João da Pesqueira,114.0,,,,,,,0.0,,,,,,
2002 / 2003,Sernancelhe,,,,,,,,,,,,,,
2002 / 2003,Tabuaço,127.0,,,,,,,0.0,,,,,,
2002 / 2003,Tarouca,125.0,13.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Torre de Moncorvo,273.0,,,,,,,0.0,,,,,,
2002 / 2003,Vila Nova de Foz Côa,104.0,41.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila Real,1687.0,272.0,,,,,,52.0,0.0,,,,,
2002 / 2003,Terras de Trás-os-Montes,3200.0,188.0,,80.0,,,,121.0,0.0,,196.0,,,
2002 / 2003,Alfândega da Fé,142.0,,,,,,,0.0,,,,,,
2002 / 2003,Bragança,1180.0,126.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Macedo de Cavaleiros,388.0,,,,,,,0.0,,,,,,
2002 / 2003,Miranda do Douro,195.0,,,,,,,0.0,,,,,,
2002 / 2003,Mirandela,613.0,62.0,,80.0,,,,121.0,0.0,,39.0,,,
2002 / 2003,Mogadouro,308.0,,,,,,,0.0,,,,,,
2002 / 2003,Vila Flor,134.0,,,,,,,0.0,,,,,,
2002 / 2003,Vimioso,,,,,,,,,,,,,,
2002 / 2003,Vinhais,240.0,,,,,,,0.0,,,,,,
2002 / 2003,Centro,44650.0,12816.0,,757.0,,,,5914.0,1413.0,,8308.0,,,
2002 / 2003,Oeste,4911.0,2310.0,,235.0,,,,1082.0,435.0,,545.0,,,
2002 / 2003,Alcobaça,676.0,244.0,,64.0,,,,349.0,150.0,,0.0,,,
2002 / 2003,Alenquer,483.0,177.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Arruda dos Vinhos,,,,,,,,,,,,,,
2002 / 2003,Bombarral,161.0,59.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Cadaval,197.0,49.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Caldas da Rainha,1226.0,608.0,,171.0,,,,0.0,0.0,,199.0,,,
2002 / 2003,Lourinhã,454.0,49.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Nazaré,,,,,,,,,,,,,,
2002 / 2003,Óbidos,,,,,,,,,,,,,,
2002 / 2003,Peniche,546.0,273.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Sobral de Monte Agraço,92.0,76.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Torres Vedras,1076.0,775.0,,,,,,299.0,74.0,,,,,
2002 / 2003,Região de Aveiro,6355.0,2428.0,,147.0,,,,1019.0,174.0,,479.0,,,
2002 / 2003,Águeda,1084.0,457.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Albergaria-a-Velha,239.0,228.0,,,,,,195.0,0.0,,,,,
2002 / 2003,Anadia,346.0,125.0,,,,,,170.0,0.0,,,,,
2002 / 2003,Aveiro,1951.0,700.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Estarreja,482.0,334.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Ílhavo,512.0,207.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Murtosa,,,,,,,,,,,,,,
2002 / 2003,Oliveira do Bairro,219.0,66.0,,,,,,314.0,82.0,,,,,
2002 / 2003,Ovar,1034.0,201.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Sever do Vouga,302.0,73.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vagos,186.0,37.0,,147.0,,,,340.0,92.0,,0.0,,,
2002 / 2003,Região de Coimbra,9399.0,2396.0,,,,,,1182.0,83.0,,,,,
2002 / 2003,Arganil,331.0,60.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Cantanhede,729.0,197.0,,,,,,155.0,42.0,,,,,
2002 / 2003,Coimbra,3747.0,1133.0,,,,,,896.0,8.0,,,,,
2002 / 2003,Condeixa-a-Nova,228.0,7.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Figueira da Foz,1371.0,447.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Góis,,,,,,,,,,,,,,
2002 / 2003,Lousã,387.0,24.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Mealhada,329.0,74.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Mira,234.0,55.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Miranda do Corvo,182.0,,,,,,,0.0,,,,,,
2002 / 2003,Montemor-o-Velho,443.0,58.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Mortágua,259.0,59.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Oliveira do Hospital,381.0,63.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Pampilhosa da Serra,57.0,,,,,,,0.0,,,,,,
2002 / 2003,Penacova,184.0,61.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Penela,,,,,,,,,,,,,,
2002 / 2003,Soure,245.0,95.0,,,,,,131.0,33.0,,,,,
2002 / 2003,Tábua,221.0,4.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila Nova de Poiares,71.0,59.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Região de Leiria,5269.0,1302.0,,143.0,,,,1215.0,418.0,,1391.0,,,
2002 / 2003,Alvaiázere,99.0,,,,,,,0.0,,,,,,
2002 / 2003,Ansião,218.0,,,,,,,0.0,,,,,,
2002 / 2003,Batalha,230.0,72.0,,143.0,,,,0.0,0.0,,0.0,,,
2002 / 2003,Castanheira de Pêra,,,,,,,,,,,,,,
2002 / 2003,Figueiró dos Vinhos,195.0,69.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Leiria,2458.0,459.0,,,,,,257.0,171.0,,,,,
2002 / 2003,Marinha Grande,908.0,360.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Pedrógão Grande,20.0,,,,,,,0.0,,,,,,
2002 / 2003,Pombal,814.0,311.0,,,,,,769.0,191.0,,,,,
2002 / 2003,Porto de Mós,327.0,31.0,,,,,,189.0,56.0,,,,,
2002 / 2003,Viseu Dão Lafões,6400.0,1319.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Aguiar da Beira,82.0,45.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Carregal do Sal,224.0,29.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Castro Daire,331.0,95.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Mangualde,409.0,129.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Nelas,265.0,63.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Oliveira de Frades,216.0,70.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Penalva do Castelo,143.0,44.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Santa Comba Dão,306.0,22.0,,,,,,0.0,0.0,,,,,
2002 / 2003,São Pedro do Sul,373.0,,,,,,,0.0,,,,,,
2002 / 2003,Sátão,370.0,5.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Tondela,500.0,179.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila Nova de Paiva,194.0,10.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Viseu,2799.0,600.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vouzela,188.0,28.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Beira Baixa,1966.0,606.0,,,,,,70.0,0.0,,,,,
2002 / 2003,Castelo Branco,1324.0,362.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Idanha-a-Nova,261.0,216.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Oleiros,73.0,,,,,,,0.0,,,,,,
2002 / 2003,Penamacor,121.0,13.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Proença-a-Nova,187.0,15.0,,,,,,70.0,0.0,,,,,
2002 / 2003,Vila Velha de Ródão,,,,,,,,,,,,,,
2002 / 2003,Médio Tejo,4867.0,1346.0,,161.0,,,,929.0,303.0,,1032.0,,,
2002 / 2003,Abrantes,923.0,263.0,,161.0,,,,0.0,0.0,,0.0,,,
2002 / 2003,Alcanena,282.0,112.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Constância,22.0,,,,,,,0.0,,,,,,
2002 / 2003,Entroncamento,493.0,1.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Ferreira do Zêzere,133.0,,,,,,,0.0,,,,,,
2002 / 2003,Mação,84.0,38.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Ourém,548.0,186.0,,,,,,861.0,266.0,,,,,
2002 / 2003,Sardoal,137.0,,,,,,,0.0,,,,,,
2002 / 2003,Sertã,306.0,98.0,,,,,,68.0,37.0,,,,,
2002 / 2003,Tomar,1039.0,408.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Torres Novas,802.0,240.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila de Rei,,,,,,,,,,,,,,
